,battery_name,block_duration,choice,exp_id,exp_stage,experiment_exp_id,finishtime,focus_shifts,full_screen,internal_node_id,key_press,large_amt,later_del,possible_responses,responses,rt,small_amt,stim_duration,stimulus,time_elapsed,trial_id,trial_index,trial_type,view_history,worker_id
kirby_28_29,Self Regulation Pilot,2787,smaller_sooner,kirby,test,kirby,2016-05-16T18:58:12.635258Z,0,TRUE,0.0-5.0-24.0,81,80,30,"[80, 81]",,2787,54,2787,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>30 days</font></center></div></div></div></div>,171142,stim,29,poldrack-single-stim,,A3NDYVCFCYRPT9
kirby_28_30,Self Regulation Pilot,1885,smaller_sooner,kirby,test,kirby,2016-05-16T18:58:12.635258Z,0,TRUE,0.0-5.0-25.0,81,25,136,"[80, 81]",,1885,22,1885,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$22<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>136 days</font></center></div></div></div></div>,174030,stim,30,poldrack-single-stim,,A3NDYVCFCYRPT9
kirby_28_31,Self Regulation Pilot,5588,larger_later,kirby,test,kirby,2016-05-16T18:58:12.635258Z,0,TRUE,0.0-5.0-26.0,80,55,7,"[80, 81]",,5588,20,5588,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$20<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>7 days</font></center></div></div></div></div>,180623,stim,31,poldrack-single-stim,,A3NDYVCFCYRPT9
kirby_28_32,Self Regulation Pilot,,,kirby,,kirby,2016-05-16T18:58:12.635258Z,0,TRUE,0.0-7.0,,,,,"{""Q0"":""Choose between receiving a certain dollar amount of money now vs. another dollar amount at some point in the future."",""Q1"":""n/a""}",79056,,,,260717,post task questions,32,survey-text,,A3NDYVCFCYRPT9
kirby_28_33,Self Regulation Pilot,,,kirby,,kirby,2016-05-16T18:58:12.635258Z,0,TRUE,0.0-8.0,13,,,,,2009,,,,263729,end,33,poldrack-text,,A3NDYVCFCYRPT9
kirby_29_0,Self Regulation Pilot,,,kirby,,kirby,2016-05-16T14:07:57.477140Z,2,TRUE,0.0-0.0-0.0,13,,,,,2685,,,,2686,instruction,0,poldrack-text,,A3UC45GKCAZ7ZU
kirby_29_1,Self Regulation Pilot,,,kirby,,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-0.0-1.0,,,,,,17618,,,,20306,instruction,1,poldrack-instructions,"[{""page_index"":0,""viewing_time"":17617}]",A3UC45GKCAZ7ZU
kirby_29_2,Self Regulation Pilot,,,kirby,,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-1.0,13,,,,,2289,,,,23598,practice_intro,2,poldrack-text,,A3UC45GKCAZ7ZU
kirby_29_3,Self Regulation Pilot,1494,,kirby,practice,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-2.0,81,,,"[80, 81]",,1494,,1494,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$20<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>5 days</font></center></div></div></div></div>,26094,stim,3,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_4,Self Regulation Pilot,,,kirby,,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-4.0,13,,,,,1078,,,,28173,test_intro,4,poldrack-text,,A3UC45GKCAZ7ZU
kirby_29_5,Self Regulation Pilot,1374,smaller_sooner,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-0.0,81,55,117,"[80, 81]",,1374,54,1374,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>117 days</font></center></div></div></div></div>,30550,stim,5,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_6,Self Regulation Pilot,1062,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-1.0,80,75,61,"[80, 81]",,1062,55,1062,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$55<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>61 days</font></center></div></div></div></div>,32614,stim,6,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_7,Self Regulation Pilot,1126,smaller_sooner,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-2.0,81,25,53,"[80, 81]",,1126,19,1126,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$19<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>53 days</font></center></div></div></div></div>,34741,stim,7,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_8,Self Regulation Pilot,1655,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-3.0,80,85,7,"[80, 81]",,1655,31,1655,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$31<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>7 days</font></center></div></div></div></div>,37398,stim,8,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_9,Self Regulation Pilot,2415,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-4.0,80,25,19,"[80, 81]",,2415,14,2415,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$14<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>19 days</font></center></div></div></div></div>,40813,stim,9,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_10,Self Regulation Pilot,1439,smaller_sooner,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-5.0,81,50,160,"[80, 81]",,1439,47,1439,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$47<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>160 days</font></center></div></div></div></div>,43254,stim,10,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_11,Self Regulation Pilot,2127,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-6.0,80,35,13,"[80, 81]",,2127,15,2127,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$15<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>13 days</font></center></div></div></div></div>,46382,stim,11,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_12,Self Regulation Pilot,1806,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-7.0,80,60,14,"[80, 81]",,1806,25,1806,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$25<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>14 days</font></center></div></div></div></div>,49189,stim,12,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_13,Self Regulation Pilot,1631,smaller_sooner,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-8.0,81,80,192,"[80, 81]",,1631,78,1631,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$78<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>192 days</font></center></div></div></div></div>,51821,stim,13,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_14,Self Regulation Pilot,1287,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-9.0,80,55,62,"[80, 81]",,1287,40,1287,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$40<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>62 days</font></center></div></div></div></div>,54110,stim,14,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_15,Self Regulation Pilot,1630,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-10.0,80,30,7,"[80, 81]",,1630,11,1630,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$11<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>7 days</font></center></div></div></div></div>,56741,stim,15,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_16,Self Regulation Pilot,2847,smaller_sooner,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-11.0,81,75,119,"[80, 81]",,2847,67,2847,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$67<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>119 days</font></center></div></div></div></div>,60590,stim,16,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_17,Self Regulation Pilot,1655,smaller_sooner,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-12.0,81,35,186,"[80, 81]",,1655,34,1655,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$34<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>186 days</font></center></div></div></div></div>,63245,stim,17,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_18,Self Regulation Pilot,1174,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-13.0,80,50,21,"[80, 81]",,1174,27,1174,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$27<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>21 days</font></center></div></div></div></div>,65422,stim,18,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_19,Self Regulation Pilot,1247,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-14.0,80,85,91,"[80, 81]",,1247,69,1247,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$69<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>91 days</font></center></div></div></div></div>,67670,stim,19,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_20,Self Regulation Pilot,2319,smaller_sooner,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-15.0,81,60,89,"[80, 81]",,2319,49,2319,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$49<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>89 days</font></center></div></div></div></div>,70989,stim,20,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_21,Self Regulation Pilot,1743,smaller_sooner,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-16.0,81,85,157,"[80, 81]",,1743,80,1743,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$80<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>157 days</font></center></div></div></div></div>,73734,stim,21,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_22,Self Regulation Pilot,2463,smaller_sooner,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-17.0,81,35,29,"[80, 81]",,2463,24,2463,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$24<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>29 days</font></center></div></div></div></div>,77197,stim,22,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_23,Self Regulation Pilot,1247,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-18.0,80,80,14,"[80, 81]",,1247,33,1247,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$33<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>14 days</font></center></div></div></div></div>,79446,stim,23,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_24,Self Regulation Pilot,1126,smaller_sooner,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-19.0,81,30,179,"[80, 81]",,1126,28,1126,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$28<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>179 days</font></center></div></div></div></div>,81573,stim,24,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_25,Self Regulation Pilot,2015,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-20.0,80,50,30,"[80, 81]",,2015,34,2015,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$34<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>30 days</font></center></div></div></div></div>,84590,stim,25,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_26,Self Regulation Pilot,1319,smaller_sooner,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-21.0,81,30,80,"[80, 81]",,1319,25,1319,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$25<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>80 days</font></center></div></div></div></div>,86909,stim,26,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_27,Self Regulation Pilot,1151,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-22.0,80,75,20,"[80, 81]",,1151,41,1151,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$41<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>20 days</font></center></div></div></div></div>,89061,stim,27,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_28,Self Regulation Pilot,1495,smaller_sooner,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-23.0,81,60,111,"[80, 81]",,1495,54,1495,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>111 days</font></center></div></div></div></div>,91558,stim,28,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_29,Self Regulation Pilot,1031,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-24.0,80,80,30,"[80, 81]",,1031,54,1031,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>30 days</font></center></div></div></div></div>,93589,stim,29,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_30,Self Regulation Pilot,1055,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-25.0,80,25,136,"[80, 81]",,1055,22,1055,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$22<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>136 days</font></center></div></div></div></div>,95645,stim,30,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_31,Self Regulation Pilot,792,larger_later,kirby,test,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-5.0-26.0,80,55,7,"[80, 81]",,792,20,792,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$20<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>7 days</font></center></div></div></div></div>,97438,stim,31,poldrack-single-stim,,A3UC45GKCAZ7ZU
kirby_29_32,Self Regulation Pilot,,,kirby,,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-7.0,,,,,"{""Q0"":""choose between 2 different amounts by picking my true choice (what I would really want)"",""Q1"":""""}",25769,,,,124210,post task questions,32,survey-text,,A3UC45GKCAZ7ZU
kirby_29_33,Self Regulation Pilot,,,kirby,,kirby,2016-05-16T14:07:57.477140Z,0,TRUE,0.0-8.0,13,,,,,1258,,,,126469,end,33,poldrack-text,,A3UC45GKCAZ7ZU
kirby_30_0,Self Regulation Pilot,,,kirby,,kirby,2016-04-21T05:33:54.384710Z,2,TRUE,0.0-0.0-0.0,13,,,,,7786,,,,7788,instruction,0,poldrack-text,,A40LU73SS18IW
kirby_30_1,Self Regulation Pilot,,,kirby,,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-0.0-1.0,,,,,,62892,,,,70694,instruction,1,poldrack-instructions,"[{""page_index"":0,""viewing_time"":62891}]",A40LU73SS18IW
kirby_30_2,Self Regulation Pilot,,,kirby,,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-1.0,13,,,,,4146,,,,75846,practice_intro,2,poldrack-text,,A40LU73SS18IW
kirby_30_3,Self Regulation Pilot,4221,,kirby,practice,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-2.0,80,,,"[80, 81]",,4221,,4221,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$20<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>5 days</font></center></div></div></div></div>,81070,stim,3,poldrack-single-stim,,A40LU73SS18IW
kirby_30_4,Self Regulation Pilot,,,kirby,,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-4.0,13,,,,,2459,,,,84580,test_intro,4,poldrack-text,,A40LU73SS18IW
kirby_30_5,Self Regulation Pilot,6656,smaller_sooner,kirby,test,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-5.0-0.0,81,55,117,"[80, 81]",,6656,54,6656,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>117 days</font></center></div></div></div></div>,92238,stim,5,poldrack-single-stim,,A40LU73SS18IW
kirby_30_6,Self Regulation Pilot,8509,smaller_sooner,kirby,test,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-5.0-1.0,81,75,61,"[80, 81]",,8509,55,8509,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$55<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>61 days</font></center></div></div></div></div>,101750,stim,6,poldrack-single-stim,,A40LU73SS18IW
kirby_30_7,Self Regulation Pilot,5652,smaller_sooner,kirby,test,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-5.0-2.0,81,25,53,"[80, 81]",,5652,19,5652,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$19<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>53 days</font></center></div></div></div></div>,108404,stim,7,poldrack-single-stim,,A40LU73SS18IW
kirby_30_8,Self Regulation Pilot,2469,larger_later,kirby,test,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-5.0-3.0,80,85,7,"[80, 81]",,2469,31,2469,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$31<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>7 days</font></center></div></div></div></div>,111875,stim,8,poldrack-single-stim,,A40LU73SS18IW
kirby_30_9,Self Regulation Pilot,5991,larger_later,kirby,test,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-5.0-4.0,80,25,19,"[80, 81]",,5991,14,5991,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$14<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>19 days</font></center></div></div></div></div>,118867,stim,9,poldrack-single-stim,,A40LU73SS18IW
kirby_30_10,Self Regulation Pilot,2437,smaller_sooner,kirby,test,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-5.0-5.0,81,50,160,"[80, 81]",,2437,47,2437,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$47<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>160 days</font></center></div></div></div></div>,122307,stim,10,poldrack-single-stim,,A40LU73SS18IW
kirby_30_11,Self Regulation Pilot,3094,larger_later,kirby,test,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-5.0-6.0,80,35,13,"[80, 81]",,3094,15,3094,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$15<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>13 days</font></center></div></div></div></div>,126403,stim,11,poldrack-single-stim,,A40LU73SS18IW
kirby_30_12,Self Regulation Pilot,3359,larger_later,kirby,test,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-5.0-7.0,80,60,14,"[80, 81]",,3359,25,3359,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$25<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>14 days</font></center></div></div></div></div>,130763,stim,12,poldrack-single-stim,,A40LU73SS18IW
kirby_30_13,Self Regulation Pilot,4469,smaller_sooner,kirby,test,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-5.0-8.0,81,80,192,"[80, 81]",,4469,78,4469,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$78<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>192 days</font></center></div></div></div></div>,136235,stim,13,poldrack-single-stim,,A40LU73SS18IW
kirby_30_14,Self Regulation Pilot,4326,smaller_sooner,kirby,test,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-5.0-9.0,81,55,62,"[80, 81]",,4326,40,4326,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$40<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>62 days</font></center></div></div></div></div>,141562,stim,14,poldrack-single-stim,,A40LU73SS18IW
kirby_30_15,Self Regulation Pilot,2032,larger_later,kirby,test,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-5.0-10.0,80,30,7,"[80, 81]",,2032,11,2032,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$11<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>7 days</font></center></div></div></div></div>,144595,stim,15,poldrack-single-stim,,A40LU73SS18IW
kirby_30_16,Self Regulation Pilot,3751,smaller_sooner,kirby,test,kirby,2016-04-21T05:33:54.384710Z,0,TRUE,0.0-5.0-11.0,81,75,119,"[80, 81]",,3751,67,3751,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$67<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>119 days</font></center></div></div></div></div>,149347,stim,16,poldrack-single-stim,,A40LU73SS18IW
